,X,text,label
692,692,Lady Gagas Twitter Attack On Melania Trump Lands Her In Handcuffs When The Two Meet Face To Face  The Resistance The Last Line of Defense,FAKE
693,693,Tape Reveals Bill Clinton Urging Mistress To Deny He Helped Her Get Job,TRUE
694,694,Poll Finds Americans' Support For Police Highest In Nearly 50 Years,TRUE
695,695,As Millions Face Obamacare Hikes Plan's Architect Smiles For The Camera,TRUE
696,696,Massive Increase Reported In Illegal Immigrants Coming Across Southern Border,TRUE
698,698,Trump Mocks Biden's Dare To Take Him 'Behind the Gym',TRUE
699,699,Trump Dedicates DC Hotel 'The Future Lies With The Dreamers',TRUE
702,702,Trump Sets GOP Fundraising Milestone In SmallDonor Contributions,TRUE
712,712,Newt Gingrich Defends Donald Trump Against 'Sexual Predator' Accusations,TRUE
719,719,Money Laundering Scheme Exposed 14 ProClinton Super PACs Nonprofits Implicated,TRUE
721,721,13 Years Later Elizabeth Smart Realizes Kidnapping Was Even Worse For Her Parents,TRUE
727,727,WH Press Secretary Says Obama's Denial About Clinton Server Was 'Entirely Factual',TRUE
793,793,Kenyan refugee kills coworker self,TRUE
794,794,Woman 'eaten alive' by daughter's dogs,TRUE
795,795,State that fired pastor demands his sermons notes,TRUE
796,796,Kenyan refugee kills coworker self,TRUE
797,797,Trump Hillary would lead to World War 3,TRUE
798,798,Texas county switches to 'emergency paper ballots',TRUE
799,799,Poll Trump pulls ahead in Florida,TRUE
800,800,State that fired pastor demands his sermons notes,TRUE
801,801,Woman 'eaten alive' by daughter's dogs,TRUE
802,802,Young patient,TRUE
803,803,Limbaugh Democrats would 'destroy Jesus Christ',TRUE
804,804,See Dems accept foreign cash to disrupt Trump rallies,TRUE
805,805,See Dems accept foreign cash to disrupt Trump rallies,TRUE
806,806,Limbaugh Democrats would 'destroy Jesus Christ',TRUE
807,807,Dow higher as Boeing gains offset Apple's fall,TRUE
808,808,Feds 275000 born to illegals in 1 year,TRUE
809,809,Feds 275000 born to illegals in 1 year,TRUE
810,810,Dow higher as Boeing gains offset Apple's fall,TRUE
811,811,Young patient,TRUE
812,812,Impeachmentera evidence against Bill Clinton still sealed,TRUE
813,813,UN declares junk food a 'human rights' issue,TRUE
814,814,Yes creationists can be real scientists too,TRUE
815,815,UN declares junk food a 'human rights' issue,TRUE
816,816,Impeachmentera evidence against Bill Clinton still sealed,TRUE
817,817,The man who spoke softly but carried a big stick,TRUE
818,818,Yes creationists can be real scientists too,TRUE
819,819,The man who spoke softly but carried a big stick,TRUE
820,820,Federal judge charges Sheriff Joe with contempt,TRUE
821,821,Federal judge charges Sheriff Joe with contempt,TRUE
822,822,'All About Jesus' shirt sparks school uproar,TRUE
823,823,Loretta Lynch takes on 'killer cops'  except in DC,TRUE
824,824,Will it be representative government or thugocracy,TRUE
825,825,29 of Hillary's scandals The early years,TRUE
826,826,Why 'Never Trumpers' must reconsider,TRUE
827,827,Election crossroads Socialism or capitalism,TRUE
828,828,7 reasons I'll vote for Trump,TRUE
829,829,Our new country Women and minorities hit hardest,TRUE
830,830,Trump vs Clinton A risk vs a disaster,TRUE
831,831,Gingrich slutshames Megyn Kelly,TRUE
832,832,Clinton transmitted classified info to her lawyers,TRUE
833,833,YouTube bans 'Clinton's black son',TRUE
834,834,Loretta Lynch takes on 'killer cops'  except in DC,TRUE
835,835,Will it be representative government or thugocracy,TRUE
836,836,29 of Hillary's scandals The early years,TRUE
837,837,Why 'Never Trumpers' must reconsider,TRUE
838,838,Election crossroads Socialism or capitalism,TRUE
839,839,7 reasons I'll vote for Trump,TRUE
840,840,Our new country Women and minorities hit hardest,TRUE
841,841,Trump vs Clinton A risk vs a disaster,TRUE
842,842,Gingrich slutshames Megyn Kelly,TRUE
843,843,YouTube bans 'Clinton's black son',TRUE
844,844,26 WikiLeaks bombshells on Hillary you need to know,TRUE
845,845,Fascinated with sex,TRUE
846,846,Hillary's 33000 emails might not be 'missing' after all,TRUE
847,847,Hillary's 33000 emails might not be 'missing' after all,TRUE
848,848,26 WikiLeaks bombshells on Hillary you need to know,TRUE
849,849,Fascinated with sex,TRUE
850,850,Meteor space junk rocket Mysterious flash hits Siberia,TRUE
851,851,Did Democrats really stuff ballot Here's their answer,TRUE
852,852,19 men cry rape by Iran's top Quran reader,TRUE
853,853,Did Democrats really stuff ballot Here's their answer,TRUE
854,854,19 men cry rape by Iran's top Quran reader,TRUE
855,855,Meteor space junk rocket Mysterious flash hits Siberia,TRUE
856,856,Bellwether Trump kippas outselling Hillary yarmulkes,TRUE
857,857,'Grand slam' Fatherson film is smash hit for families,TRUE
858,858,Judge warns of dangers of appointed judiciary,TRUE
859,859,'Grand slam' Fatherson film is smash hit for families,TRUE
860,860,Judge warns of dangers of appointed judiciary,TRUE
861,861,Bellwether Trump kippas outselling Hillary yarmulkes,TRUE
862,862,Show biz Business and breakthroughs,TRUE
863,863,Paintings 'almost no one else seemed to be doing',TRUE
864,864,NATO calls for more troops for faceoff against Putin,TRUE
865,865,Exrep 'If Trump loses I'm grabbing my musket',TRUE
866,866,Rand Paul returns 620000 to US Treasury,TRUE
867,867,NATO calls for more troops for faceoff against Putin,TRUE
868,868,Exrep 'If Trump loses I'm grabbing my musket',TRUE
869,869,Rand Paul returns 620000 to US Treasury,TRUE
870,870,Show biz Business and breakthroughs,TRUE
871,871,Paintings 'almost no one else seemed to be doing',TRUE
872,872,World wildlife 'falls by 58 in 40 years',TRUE
873,873,Boycott targets Trump family on retail front,TRUE
874,874,Obamacare tax penalty I'll take it millions say,TRUE
875,875,2700yearold Hebrew mention of Jerusalem found,TRUE
876,876,World wildlife 'falls by 58 in 40 years',TRUE
877,877,Dems sue GOP over Trump's 'rigged' complaints,TRUE
878,878,2700yearold Hebrew mention of Jerusalem found,TRUE
879,879,Boycott targets Trump family on retail front,TRUE
880,880,Obamacare tax penalty I'll take it millions say,TRUE
881,881,Dems sue GOP over Trump's 'rigged' complaints,TRUE
882,882,Hillary emails 'whitelisted' for Obama's BlackBerry,TRUE
883,883,Support for 'assaultweapon' ban hits record low,TRUE
884,884,Pope 'God promised the land to people of Israel',TRUE
885,885,Christ's burial place exposed for 1st time in centuries,TRUE
886,886,Prof Canoes reek of genocide white privilege,TRUE
887,887,Teens walk free after gangrape conviction,TRUE
888,888,School named for Munichmassacre mastermind,TRUE
889,889,Russia unveils 'Satan 2' missile,TRUE
890,890,Check out Hillarythemed 'haunted house',TRUE
891,891,Good Samaritan wearing Indian headdress disarms gunman,TRUE
892,892,Skype sex scam  a fortune built on shame,TRUE
